,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
89,2008/2009,Italy Serie A,Palermo,25.4,32,18,181.5,193.0,167.6,171.0,198,152,70.0,25.0,5.0,Fabrizio Miccoli,80.5,84.0,85.0,54.0,73.0,60.0,https://upload.wikimedia.org/wikipedia/commons/0/05/FabrizioMiccoli.jpg,10077,8.0,329,20183
90,2008/2009,Italy Serie A,Reggio Calabria,25.5,34,18,182.1,190.5,167.6,168.5,190,150,72.73,27.27,0.0,Franco Brienza,77.0,80.0,83.0,66.0,80.0,65.0,https://upload.wikimedia.org/wikipedia/commons/f/f6/Franco_Brienza.JPG,10078,19.0,315,20214
91,2008/2009,Italy Serie A,Roma,26.7,35,18,181.8,188.0,170.2,170.7,198,143,90.91,9.09,0.0,Francesco Totti,87.0,92.0,76.0,58.0,69.0,70.0,https://upload.wikimedia.org/wikipedia/commons/4/42/KL-2018_%284%29.jpg,10079,6.0,258,20218
92,2008/2009,Italy Serie A,Sampdoria,25.8,33,18,182.4,193.0,172.7,171.4,187,154,76.19,23.81,0.0,Antonio Cassano,85.0,90.0,81.0,55.0,75.0,72.0,https://upload.wikimedia.org/wikipedia/commons/3/36/Antonio_Cassano_Euro_2012_vs_England.jpg,10080,13.0,278,20224
93,2008/2009,Italy Serie A,Siena,25.7,33,21,180.3,188.0,172.7,167.1,181,152,72.73,27.27,0.0,Nicola Amoruso,78.0,83.0,73.0,73.0,79.5,77.0,0,40012,14.0,336,20236
94,2008/2009,Italy Serie A,Torino,26.7,37,20,181.6,193.0,167.6,168.3,196,148,66.67,33.33,0.0,Alessandro Rosina,79.0,85.0,87.0,67.0,78.0,65.0,https://upload.wikimedia.org/wikipedia/commons/1/10/AlessRosina.jpg,10081,18.0,300,20260
95,2008/2009,Italy Serie A,Udinese,23.9,34,19,180.5,190.5,170.2,169.4,190,137,71.43,28.57,0.0,Antonio Di Natale,85.5,88.0,89.0,65.0,81.0,70.0,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_di_natale.JPG,10082,7.0,314,20268
96,2008/2009,Netherlands Eredivisie,ADO Den Haag,25.5,33,19,182.9,203.2,170.2,172.4,216,150,68.75,31.25,0.0,Berry Powel,66.0,70.0,70.0,71.0,63.0,75.0,https://upload.wikimedia.org/wikipedia/commons/0/04/Berry_Powel_and_Rene_Stam.jpg,10083,14.0,275,20009
97,2008/2009,Netherlands Eredivisie,AZ,22.8,29,18,182.3,193.0,175.3,167.7,187,146,55.56,44.44,0.0,Mounir El Hamdaoui,74.5,81.0,79.5,68.0,77.0,46.5,https://upload.wikimedia.org/wikipedia/commons/9/9d/Mounir_El_Hamdaoui%2C_March_28_2009.jpg,10084,1.0,298,20023
98,2008/2009,Netherlands Eredivisie,Ajax,23.3,29,19,179.5,188.0,167.6,169.3,196,143,63.64,36.36,0.0,Klaas Jan Huntelaar,84.0,90.0,83.0,80.0,76.0,77.5,https://upload.wikimedia.org/wikipedia/commons/2/2c/Klaas-Jan_Huntelaar_2011.jpg,10085,3.0,299,20011
99,2008/2009,Netherlands Eredivisie,De Graafschap,23.6,34,17,181.2,190.5,170.2,166.5,190,137,78.57,21.43,0.0,Ben Sahar,69.0,83.0,81.0,59.0,48.0,62.0,https://upload.wikimedia.org/wikipedia/commons/e/e4/Ben_Sahar_2012.jpg,10086,17.0,280,20057
100,2008/2009,Netherlands Eredivisie,FC Groningen,24.5,31,19,183.3,193.0,175.3,171.6,192,159,76.47,23.53,0.0,Marcus Berg,74.0,80.0,76.0,75.0,69.0,70.0,https://upload.wikimedia.org/wikipedia/commons/e/ee/Marcus_Berg_2018.jpg,10087,6.0,280,20081
101,2008/2009,Netherlands Eredivisie,FC Twente,25.2,33,19,181.8,193.0,172.7,175.2,198,154,68.75,25.0,6.25,Blaise N'Kufo,76.0,82.0,82.0,69.0,69.0,84.0,https://upload.wikimedia.org/wikipedia/commons/4/4f/BlaiseNkufo.jpg,10088,2.0,394,20097
102,2008/2009,Netherlands Eredivisie,FC Utrecht,25.8,30,18,180.3,193.0,170.2,170.2,214,143,72.22,27.78,0.0,Simon Cziommer,73.0,83.0,74.0,61.0,81.0,64.0,https://upload.wikimedia.org/wikipedia/commons/6/6d/Simon_Cziommer%282%29.JPG,10089,9.0,511,20098
103,2008/2009,Netherlands Eredivisie,FC Volendam,24.3,33,19,181.4,195.6,175.3,170.7,192,159,75.0,25.0,0.0,Furdjel Narsingh,68.0,71.0,83.0,33.0,51.0,53.0,0,40013,18.0,336,20100
104,2008/2009,Netherlands Eredivisie,Feyenoord,25.5,33,17,179.3,188.0,170.2,163.3,176,152,82.35,17.65,0.0,Roy Makaay,77.0,91.0,77.0,83.0,67.0,71.0,https://upload.wikimedia.org/wikipedia/commons/7/74/Roy_Makaay_001.jpg,10090,7.0,331,20104
105,2008/2009,Netherlands Eredivisie,Heracles Almelo,24.2,32,18,180.6,195.6,170.2,166.6,196,139,61.11,38.89,0.0,Birger Maertens,67.0,69.0,60.0,72.0,65.0,74.0,https://upload.wikimedia.org/wikipedia/commons/0/0a/Birger_Maertens.jpg,10091,15.0,280,20125
106,2008/2009,Netherlands Eredivisie,N.E.C.,24.6,36,19,179.9,188.0,170.2,168.6,196,141,76.47,23.53,0.0,Peter Wisgerhof,71.0,73.0,68.0,75.0,72.0,76.0,https://upload.wikimedia.org/wikipedia/commons/4/47/PeterWisgerhof.jpg,10092,11.0,318,20169
107,2008/2009,Netherlands Eredivisie,NAC Breda,28.6,33,20,180.3,193.0,170.2,169.8,194,154,56.25,43.75,0.0,Rob Penders,72.0,82.0,63.0,78.0,76.0,78.0,0,40014,8.0,279,20170
108,2008/2009,Netherlands Eredivisie,PSV,24.4,31,18,182.6,190.5,175.3,174.4,190,159,70.59,29.41,0.0,Carlos Salcido,79.5,83.0,77.5,78.0,80.0,78.0,https://upload.wikimedia.org/wikipedia/commons/9/95/Carlos-salcido.jpg,10093,4.0,560,20195
109,2008/2009,Netherlands Eredivisie,Roda JC Kerkrade,25.0,30,20,180.0,190.5,170.2,166.4,179,150,73.33,26.67,0.0,Pa Modou Kah,72.5,76.0,62.0,82.0,79.0,74.0,https://upload.wikimedia.org/wikipedia/commons/8/86/CINvRSL_2019-04-19_-_Pa-Modou_Kah_%2847962250236%29_%28cropped%29.jpg,10094,16.0,324,20217
110,2008/2009,Netherlands Eredivisie,SC Heerenveen,22.9,34,18,182.9,198.1,170.2,169.7,201,139,66.67,33.33,0.0,Danijel Pranjic,76.0,79.0,74.5,70.0,81.0,65.0,https://upload.wikimedia.org/wikipedia/commons/2/25/Danijel-Pranjic.jpg,10095,5.0,560,20231
111,2008/2009,Netherlands Eredivisie,Sparta Rotterdam,23.6,31,18,182.6,193.0,175.3,169.1,190,139,73.68,26.32,0.0,Krisztian Vermes,69.0,72.0,68.0,64.0,70.0,71.0,https://upload.wikimedia.org/wikipedia/commons/5/5a/Vermes_Kriszti%C3%A1n.jpg,10096,13.0,285,20241
112,2008/2009,Netherlands Eredivisie,Vitesse,23.0,27,18,182.9,190.5,172.7,166.6,185,157,78.57,21.43,0.0,Lasse Nilsson,70.0,76.0,80.0,63.0,71.0,68.0,https://upload.wikimedia.org/wikipedia/commons/6/63/Lasse-Nilsson.jpg,10097,10.0,560,20278
113,2008/2009,Netherlands Eredivisie,Willem II,24.0,30,20,181.9,193.0,165.1,171.2,201,143,93.33,6.67,0.0,Frank Demouge,69.0,72.5,69.0,79.0,71.0,80.5,0,40015,12.0,280,20288
114,2008/2009,Poland Ekstraklasa,Arka Gdynia,22.5,29,17,183.5,188.0,175.3,172.0,183,150,50.0,50.0,0.0,"Bartosz Lawa,25",64.0,73.0,58.0,58.0,67.0,61.0,https://upload.wikimedia.org/wikipedia/en/9/9f/Jastrzebski_Logo.png,10098,14.0,341,20014
115,2008/2009,Poland Ekstraklasa,Cracovia,23.7,26,21,185.8,195.6,177.8,169.0,185,148,83.33,16.67,0.0,Pawel Sasin,64.0,68.0,71.0,42.0,88.0,57.0,https://upload.wikimedia.org/wikipedia/commons/a/a3/Pawel_Sasin_2011.jpg,10099,15.0,280,20053
116,2008/2009,Poland Ekstraklasa,GKS Bełchatów,23.8,28,19,177.8,185.4,175.3,160.2,179,150,40.0,60.0,0.0,Dariusz Pietrasiak,67.0,68.0,56.0,54.0,62.0,77.0,https://upload.wikimedia.org/wikipedia/commons/f/f1/Dariusz_Pietrasiak_2011.jpg,10100,6.0,282,20114
117,2008/2009,Poland Ekstraklasa,Jagiellonia Białystok,24.3,33,19,181.8,190.5,167.6,168.7,187,143,66.67,33.33,0.0,Neves Soares Hermes,64.0,66.0,67.0,62.0,73.0,51.0,https://upload.wikimedia.org/wikipedia/commons/e/ec/Hermes_01_ssj_20060725.jpg,10101,9.0,274,20132
118,2008/2009,Poland Ekstraklasa,Lech Poznań,24.1,28,19,180.1,188.0,172.7,163.8,185,143,60.0,30.0,10.0,Manuel Arboleda,69.5,75.0,73.0,86.0,70.5,78.0,https://upload.wikimedia.org/wikipedia/commons/7/78/Manuel_Arboleda_2010.jpg,10102,4.0,304,20150
119,2008/2009,Poland Ekstraklasa,Lechia Gdańsk,26.5,31,22,177.2,182.9,170.2,158.5,174,143,50.0,50.0,0.0,Marcin Kaczmarek,67.0,76.0,84.0,59.0,77.0,38.0,0,40016,12.0,652,20151
120,2008/2009,Poland Ekstraklasa,Legia Warszawa,22.0,27,16,180.3,185.4,170.2,163.8,179,154,100.0,0.0,0.0,Maciej Iwanski,72.0,76.0,63.0,80.0,64.0,41.0,https://upload.wikimedia.org/wikipedia/commons/8/80/Maciej_Iwanski_2009.jpg,10103,3.0,349,20152
121,2008/2009,Poland Ekstraklasa,Odra Wodzisław,24.0,32,20,175.8,180.3,170.2,160.0,174,143,60.0,20.0,20.0,Aleksander Kwiek,60.0,66.0,61.0,52.0,70.0,59.0,0,40017,13.0,280,20177
122,2008/2009,Poland Ekstraklasa,P. Warszawa,24.5,30,22,184.2,190.5,180.3,173.8,190,157,75.0,25.0,0.0,Lukasz Tralka,57.0,61.0,63.0,51.0,67.0,48.0,https://upload.wikimedia.org/wikipedia/commons/0/0d/%C5%81ukasz_Tra%C5%82ka_2011.jpg,10104,5.0,282,20182
123,2008/2009,Poland Ekstraklasa,Piast Gliwice,20.7,22,20,183.7,190.5,175.3,169.7,179,154,100.0,0.0,0.0,Tomasz Podgorski,63.0,66.0,77.0,34.0,53.0,43.0,0,40018,11.0,620,20189
124,2008/2009,Poland Ekstraklasa,Polonia Bytom,23.5,27,19,182.3,188.0,175.3,171.5,185,161,69.23,30.77,0.0,Adam Banas,62.0,64.0,67.0,64.0,70.0,69.0,https://upload.wikimedia.org/wikipedia/commons/9/9f/Adam_Banas_2012.jpg,10105,2.0,182,20192
125,2008/2009,Poland Ekstraklasa,Ruch Chorzów,23.2,26,18,183.3,193.0,170.2,174.7,201,150,50.0,50.0,0.0,Tomasz Brzyski,56.0,60.0,62.0,73.0,68.0,62.0,https://upload.wikimedia.org/wikipedia/commons/2/2e/Tomasz_Brzyski_2011.jpg,10106,10.0,282,20222
126,2008/2009,Poland Ekstraklasa,Widzew Łódź,22.0,25,19,176.5,182.9,170.2,169.0,181,157,0.0,100.0,0.0,Jakub Biskup,63.0,63.0,71.0,32.0,52.0,64.0,0,40019,8.0,392,20286
127,2008/2009,Poland Ekstraklasa,Wisła Kraków,25.8,31,19,179.7,185.4,170.2,164.2,174,152,37.5,62.5,0.0,Pawel Brozek,73.0,79.0,69.0,58.0,70.0,62.0,https://upload.wikimedia.org/wikipedia/commons/6/62/Brozek3.jpg,10107,1.0,298,20289
128,2008/2009,Poland Ekstraklasa,Śląsk Wrocław,23.3,28,20,182.9,188.0,177.8,169.9,190,154,85.71,14.29,0.0,Sebastian Mila,67.0,72.0,62.0,55.0,65.0,66.0,https://upload.wikimedia.org/wikipedia/commons/1/15/Sebastian_Mila_2014.jpg,10108,7.0,328,20294
129,2008/2009,Portugal Liga ZON Sagres,Académica de Coimbra,24.0,33,19,179.6,190.5,165.1,163.2,183,143,90.0,10.0,0.0,Jose Luis Garces,71.0,81.0,69.0,86.0,70.0,72.0,0,40020,7.0,304,20008
130,2008/2009,Portugal Liga ZON Sagres,Amadora,24.7,35,19,182.7,193.0,172.7,172.8,190,154,88.24,11.76,0.0,Silvestre Varela,69.0,75.0,84.0,73.0,69.0,82.0,https://upload.wikimedia.org/wikipedia/commons/d/dc/Silvestre_Varela.jpg,10109,11.0,308,20012
131,2008/2009,Portugal Liga ZON Sagres,CD Nacional,23.5,30,18,178.9,188.0,167.6,162.3,172,137,83.33,16.67,0.0,Juliano Mineiro,69.0,72.0,72.0,65.0,70.0,69.0,0,40021,4.0,601,20044
132,2008/2009,Portugal Liga ZON Sagres,CF Os Belenenses,26.1,33,21,178.7,188.0,170.2,166.8,185,148,63.64,36.36,0.0,Jose Ze Pedro,74.0,75.0,72.0,69.0,76.0,69.0,0,40022,15.0,358,20049
133,2008/2009,Portugal Liga ZON Sagres,CS Marítimo,25.4,32,20,177.0,185.4,170.2,158.3,185,134,75.0,25.0,0.0,Marcinho,75.0,85.0,74.0,67.0,71.0,69.0,0,40023,9.0,671,20055
134,2008/2009,Portugal Liga ZON Sagres,FC Paços de Ferreira,26.0,33,20,180.0,190.5,172.7,166.1,187,152,53.33,46.67,0.0,Filipe Goncalves,69.0,69.0,68.0,53.0,70.0,69.0,0,40024,10.0,336,20088
135,2008/2009,Portugal Liga ZON Sagres,FC Porto,25.1,33,20,182.5,190.5,175.3,173.3,187,163,61.11,27.78,11.11,Lucho Gonzalez,84.0,86.0,80.0,72.0,86.0,77.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Lucho_Gonzalez_%28OM%29.jpg,10110,1.0,236,20090
136,2008/2009,Portugal Liga ZON Sagres,Leixões SC,25.1,33,18,179.1,185.4,167.6,165.0,181,143,71.43,28.57,0.0,Ze Manuel,73.5,75.0,78.0,67.0,75.0,60.0,https://upload.wikimedia.org/wikipedia/commons/2/2a/Fingertips.jpg,10111,6.0,317,20154
137,2008/2009,Portugal Liga ZON Sagres,Naval 1° de Maio,24.4,27,21,179.2,188.0,165.1,161.9,194,132,80.0,20.0,0.0,Marcelinho,69.5,71.0,73.5,70.0,75.0,77.0,https://upload.wikimedia.org/wikipedia/commons/a/a1/Marcelinho_2005.jpg,10112,13.0,651,20172
138,2008/2009,Portugal Liga ZON Sagres,Rio Ave FC,24.7,33,19,180.8,190.5,170.2,170.4,190,146,62.5,37.5,0.0,Fabio Coentrao,68.0,80.0,74.0,73.0,67.0,60.0,https://upload.wikimedia.org/wikipedia/commons/7/73/4F%C3%A1bio_Coentr%C3%A3o.jpg,10113,12.0,393,20215
139,2008/2009,Portugal Liga ZON Sagres,SC Braga,25.4,30,20,180.8,188.0,170.2,165.1,187,146,61.11,38.89,0.0,Roland Linz,74.5,77.0,72.0,74.0,74.0,70.0,https://upload.wikimedia.org/wikipedia/commons/3/3d/Roland_Linz.JPG,10114,5.0,263,20228
140,2008/2009,Portugal Liga ZON Sagres,SL Benfica,24.6,32,18,180.1,193.0,170.2,168.4,203,137,73.68,26.32,0.0,Pablo Aimar,83.0,89.0,84.0,64.0,73.0,57.5,https://upload.wikimedia.org/wikipedia/commons/8/80/Match_legends_2017_CC_%284%29.jpg,10115,3.0,311,20238
141,2008/2009,Portugal Liga ZON Sagres,Sporting CP,24.5,32,19,177.2,182.9,170.2,161.9,185,134,72.22,27.78,0.0,Liedson,81.0,83.0,82.5,77.0,78.0,59.0,https://upload.wikimedia.org/wikipedia/commons/c/c1/Li%C3%A9dson.jpg,10116,2.0,312,20243
142,2008/2009,Portugal Liga ZON Sagres,Trofense,27.0,34,21,178.4,190.5,165.1,163.2,192,137,55.56,44.44,0.0,Helder Barbosa,75.0,83.0,80.0,64.0,75.0,59.0,0,40025,16.0,336,20263
143,2008/2009,Portugal Liga ZON Sagres,Vitória Guimarães,27.0,31,23,181.0,188.0,167.6,167.3,194,139,66.67,33.33,0.0,Custodio,71.0,77.0,69.0,66.0,78.0,73.0,0,40026,8.0,288,20279
144,2008/2009,Portugal Liga ZON Sagres,Vitória Setúbal,24.1,31,19,182.0,188.0,172.7,167.5,196,143,81.82,18.18,0.0,Marco Zoro,71.0,73.0,68.0,71.0,68.0,87.0,https://upload.wikimedia.org/wikipedia/commons/a/ae/Marc_Zoro.jpg,10117,14.0,214,20280
145,2008/2009,Scotland Premier League,Aberdeen,23.6,29,17,179.6,190.5,167.6,160.3,183,141,75.0,25.0,0.0,Zander Diamond,72.0,82.0,73.0,84.0,73.0,82.0,https://upload.wikimedia.org/wikipedia/commons/a/af/Zander_Diamond_16-08-2014_1.jpg,10118,4.0,271,20004
146,2008/2009,Scotland Premier League,Celtic,25.0,31,19,180.8,193.0,167.6,165.5,203,128,71.43,28.57,0.0,Aiden McGeady,81.5,88.0,82.5,51.0,77.0,49.0,https://upload.wikimedia.org/wikipedia/commons/c/ca/AidenMcGeadyIreland.png,10119,2.0,384,20047
147,2008/2009,Scotland Premier League,Dundee United,22.5,33,19,180.5,193.0,167.6,162.8,194,130,72.73,27.27,0.0,Lee Wilkie,72.0,78.0,42.0,82.0,76.0,88.0,0,40027,5.0,560,20061
148,2008/2009,Scotland Premier League,Falkirk,25.4,37,19,180.3,188.0,170.2,154.9,187,137,75.0,25.0,0.0,Steven Pressley,71.0,80.0,54.0,69.0,68.5,78.5,https://upload.wikimedia.org/wikipedia/commons/2/2b/Steven_Pressley.jpg,10120,10.0,304,20072
149,2008/2009,Scotland Premier League,Hamilton Academical FC,24.0,37,17,180.2,190.5,167.6,163.0,187,137,72.73,27.27,0.0,James McCarthy,68.0,83.0,68.0,66.0,62.0,49.0,https://upload.wikimedia.org/wikipedia/commons/f/f6/1_james_mccarthy_everton_2015.jpg,10121,9.0,277,20121
150,2008/2009,Scotland Premier League,Heart of Midlothian,23.3,31,18,182.1,190.5,170.2,169.7,203,139,60.87,39.13,0.0,Laryea Kingston,75.0,76.0,81.0,56.0,82.0,73.0,https://upload.wikimedia.org/wikipedia/commons/6/64/Laryea_Kingston.jpg,10122,3.0,266,20123
151,2008/2009,Scotland Premier League,Hibernian,24.7,32,18,181.9,200.7,170.2,161.4,190,141,57.89,42.11,0.0,Steven Fletcher,74.0,84.0,80.0,57.0,77.0,67.0,https://upload.wikimedia.org/wikipedia/commons/7/70/Steven_Fletcher_-_Sunderland_2015.jpg,10123,7.0,269,20127
152,2008/2009,Scotland Premier League,Inverness Caledonian Thistle,25.1,36,19,180.9,190.5,172.7,166.5,190,146,71.43,28.57,0.0,Don Cowie,70.0,74.0,67.0,68.0,77.0,71.0,https://upload.wikimedia.org/wikipedia/commons/6/6e/Don_Cowie_2014.jpg,10124,12.0,280,20131
153,2008/2009,Scotland Premier League,Kilmarnock,26.0,32,19,179.7,190.5,170.2,161.8,183,132,71.43,28.57,0.0,Craig Bryson,66.0,74.0,71.0,66.0,69.0,62.0,https://upload.wikimedia.org/wikipedia/commons/c/c3/Craig_Bryson.JPG,10125,8.0,290,20137
154,2008/2009,Scotland Premier League,Motherwell,23.9,31,18,180.6,193.0,172.7,163.8,196,132,76.47,23.53,0.0,David Clarkson,72.0,80.0,80.0,65.0,77.0,75.0,https://upload.wikimedia.org/wikipedia/commons/1/1c/David_Clarkson.jpg,10126,6.0,254,20167
155,2008/2009,Scotland Premier League,Rangers,26.2,38,16,181.7,193.0,170.2,171.6,196,150,70.83,29.17,0.0,Kris Boyd,79.5,83.0,76.0,85.0,69.0,81.0,https://upload.wikimedia.org/wikipedia/commons/8/88/Kris_Boyd.jpg,10127,1.0,281,20199
156,2008/2009,Scotland Premier League,St. Mirren,26.5,32,19,179.7,188.0,167.6,161.4,196,130,73.68,21.05,5.27,Andy Dorman,68.0,72.0,79.0,71.0,67.0,61.0,https://upload.wikimedia.org/wikipedia/commons/d/d1/Andy_Dorman_2009-07-28.jpg,10128,11.0,353,20247
157,2008/2009,Spain LIGA BBVA,Athletic Club de Bilbao,24.5,31,19,182.6,195.6,167.6,167.6,198,143,68.18,31.82,0.0,Francisco Navarro Yeste,80.0,82.0,74.0,60.0,71.0,66.0,https://upload.wikimedia.org/wikipedia/commons/1/12/Fran_Yeste.JPG,10129,13.0,272,20021
158,2008/2009,Spain LIGA BBVA,Atlético Madrid,25.4,31,18,179.3,193.0,172.7,166.9,190,152,76.47,23.53,0.0,Sergio Aguero,83.5,90.0,86.0,64.0,72.0,65.0,https://upload.wikimedia.org/wikipedia/commons/7/7b/Ag%C3%BCero_in_2018.jpg,10130,4.0,279,20022
159,2008/2009,Spain LIGA BBVA,CA Osasuna,25.6,32,18,181.6,190.5,170.2,163.3,185,148,77.27,22.73,0.0,Javier Portillo,76.5,78.0,77.5,67.0,74.5,67.0,https://upload.wikimedia.org/wikipedia/commons/5/56/Javier_Portillo.jpg,10131,14.0,315,20039
160,2008/2009,Spain LIGA BBVA,CD Numancia,26.6,33,23,179.3,188.0,157.5,160.3,181,117,52.63,47.37,0.0,Raul Bravo,73.0,78.0,75.0,70.0,77.0,77.0,https://upload.wikimedia.org/wikipedia/commons/b/ba/Raulbravo.JPG,10132,19.0,502,20045
161,2008/2009,Spain LIGA BBVA,FC Barcelona,24.7,30,17,179.5,193.0,167.6,165.7,198,137,78.95,21.05,0.0,Lionel Messi,90.0,95.0,94.0,64.0,78.0,61.0,https://upload.wikimedia.org/wikipedia/commons/d/d9/Lionel_Messi_20180626_%28cropped%29.jpg,10133,1.0,279,20076
162,2008/2009,Spain LIGA BBVA,Getafe CF,24.9,32,20,180.6,185.4,175.3,167.9,187,157,66.67,27.78,5.55,Cata Diaz,80.0,85.0,67.0,76.0,79.0,74.0,https://upload.wikimedia.org/wikipedia/commons/b/b2/Cata_diaz_boca.jpg,10134,17.0,298,20110
163,2008/2009,Spain LIGA BBVA,Málaga CF,26.4,33,19,179.3,188.0,170.2,163.9,176,141,47.06,52.94,0.0,Duda,74.0,78.0,85.0,59.0,76.0,66.0,https://upload.wikimedia.org/wikipedia/en/e/ed/DudaDrawing.gif,10135,8.0,286,20168
164,2008/2009,Spain LIGA BBVA,RC Deportivo de La Coruña,26.3,33,21,180.0,188.0,165.1,167.9,196,146,78.26,21.74,0.0,Andres Guardado,80.0,88.0,86.0,56.0,84.0,63.0,https://upload.wikimedia.org/wikipedia/commons/4/40/Mex-Kor_%2825%29_%28cropped%29.jpg,10136,7.0,300,20202
165,2008/2009,Spain LIGA BBVA,RC Recreativo,25.4,32,19,181.0,195.6,167.6,167.0,194,143,65.0,35.0,0.0,Sergio Asenjo,77.5,84.0,54.0,72.0,53.0,71.0,0,40028,20.0,420,20204
166,2008/2009,Spain LIGA BBVA,RCD Espanyol,25.3,32,16,179.5,188.0,170.2,167.9,192,152,89.47,10.53,0.0,Raul Tamudo,81.0,86.0,90.0,68.0,78.0,78.0,https://upload.wikimedia.org/wikipedia/commons/3/36/Tamudo_sabadell_ago_2014.JPG,10137,10.0,209,20205
167,2008/2009,Spain LIGA BBVA,RCD Mallorca,26.0,33,20,181.2,188.0,170.2,169.5,181,150,64.71,35.29,0.0,Juan Arango,78.0,79.0,72.0,51.0,70.0,69.0,https://upload.wikimedia.org/wikipedia/commons/9/98/Juan_Arango_2012_Borussia_M%C3%B6nchengladbach.jpg,10138,9.0,298,20206
168,2008/2009,Spain LIGA BBVA,Racing Santander,25.3,33,19,181.8,203.2,167.6,167.2,212,134,63.64,31.82,4.54,Ezequiel Garay,82.0,85.0,75.0,73.0,82.0,85.0,https://upload.wikimedia.org/wikipedia/commons/4/4e/Zenit-KS_%287%29.jpg,10139,11.0,292,20197
169,2008/2009,Spain LIGA BBVA,Real Betis Balompié,26.1,31,21,179.8,190.5,167.6,167.0,187,146,72.73,27.27,0.0,Ricardo Oliveira,79.0,79.0,64.0,77.0,70.0,79.0,https://upload.wikimedia.org/wikipedia/commons/8/85/Ricardo_Oliveira.jpg,10140,18.0,279,20208
170,2008/2009,Spain LIGA BBVA,Real Madrid CF,25.8,34,20,179.7,193.0,167.6,169.4,203,150,71.43,28.57,0.0,Wesley Sneijder,86.0,89.0,79.0,54.0,82.0,66.0,https://upload.wikimedia.org/wikipedia/commons/4/42/Wesley_Sneijder_%2815487233555%29_%28cropped%29.jpg,10141,2.0,357,20209
171,2008/2009,Spain LIGA BBVA,Real Sporting de Gijón,25.9,34,18,179.8,188.0,167.6,163.9,183,141,75.0,25.0,0.0,Diego Camacho,72.0,75.0,67.0,75.0,72.0,76.0,0,40029,16.0,336,20211
172,2008/2009,Spain LIGA BBVA,Real Valladolid,26.8,34,20,179.8,190.5,165.1,164.0,190,143,68.18,31.82,0.0,Pedro Leon,75.0,78.0,75.0,65.0,74.5,73.0,https://upload.wikimedia.org/wikipedia/commons/b/b0/Pedro_Le%C3%B3n.jpg,10142,15.0,361,20212
173,2008/2009,Spain LIGA BBVA,Sevilla FC,25.1,32,19,180.9,195.6,170.2,167.5,201,132,77.27,22.73,0.0,Luis Fabiano,85.5,86.5,85.0,80.0,72.0,76.0,https://upload.wikimedia.org/wikipedia/commons/3/37/JSP_0799.JPG,10143,3.0,597,20235
174,2008/2009,Spain LIGA BBVA,UD Almería,24.9,30,19,179.1,188.0,162.6,163.6,190,139,55.56,33.33,11.11,Alvaro Negredo,78.5,82.0,74.0,85.0,77.0,83.0,https://upload.wikimedia.org/wikipedia/commons/4/4c/%C3%81lvaro_Negredo_VCF.JPG,10144,12.0,343,20266
175,2008/2009,Spain LIGA BBVA,Valencia CF,25.3,32,19,179.6,190.5,170.2,163.2,185,139,72.22,27.78,0.0,David Villa,86.5,93.0,86.0,71.0,87.5,70.0,https://upload.wikimedia.org/wikipedia/commons/a/a4/Spain-Tahiti%2C_Confederations_Cup_2013_%2802%29_%28Villa_crop%29.jpg,10145,6.0,292,20272
176,2008/2009,Spain LIGA BBVA,Villarreal CF,27.2,34,18,180.8,193.0,165.1,165.0,187,143,80.0,20.0,0.0,Marcos Senna,84.0,86.0,66.5,67.0,82.0,84.0,https://upload.wikimedia.org/wikipedia/commons/7/7e/Senna1.jpg,10146,5.0,281,20277
177,2008/2009,Switzerland Super League,AC Bellinzona,25.9,34,19,180.5,190.5,170.2,164.3,198,146,64.71,35.29,0.0,Mauro Lustrinelli,67.0,76.0,73.0,53.0,64.0,68.0,https://upload.wikimedia.org/wikipedia/commons/c/c4/Mauro_Lustrinelli_-_Lausanne_Sport_vs._FC_Thun_-_22.10.2011.jpg,10147,6.0,279,20007
178,2008/2009,Switzerland Super League,BSC Young Boys,24.0,30,17,180.5,188.0,170.2,166.8,185,139,60.0,40.0,0.0,Gilles Yapi,76.0,80.0,82.0,61.0,75.0,58.0,https://upload.wikimedia.org/wikipedia/commons/3/3d/Gilles_Yapi_Yapo_2007.jpg,10148,2.0,224,20037
179,2008/2009,Switzerland Super League,FC Aarau,24.1,29,20,180.0,188.0,172.7,164.6,181,150,64.29,35.71,-0.0,Sandro Burki,66.0,73.0,74.0,51.0,64.0,67.0,0,40030,5.0,336,20073
180,2008/2009,Switzerland Super League,FC Basel,23.8,32,18,186.2,195.6,177.8,180.1,203,159,62.5,37.5,0.0,Scott Chipperfield,76.0,78.0,77.0,60.0,81.0,75.0,https://upload.wikimedia.org/wikipedia/commons/b/ba/Scott_Chipperfield.jpg,10149,3.0,190,20077
181,2008/2009,Switzerland Super League,FC Luzern,23.7,29,17,179.4,188.0,172.7,167.5,190,150,82.35,17.65,0.0,Roland Schwegler,68.0,73.0,70.0,68.0,57.0,58.0,0,40031,9.0,281,20085
